,publisher,genres,title,price,id,developer,release_year
109451,Paradox Interactive,"['Simulation', 'Strategy']",Content Pack - Europa Universalis IV: Rights of Man,5.99,486571.0,Paradox Development Studio,2016
109452,Paradox Interactive,"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Rights of Man,19.99,486570.0,Paradox Development Studio,2016
109456,Tall Tail Studios,"['Adventure', 'Indie', 'RPG', 'Simulation']",Major\Minor,19.99,417990.0,Tall Tail Studios,Oct 
109457,Atriagames,"['Adventure', 'Indie']",Breathing Fear,2.99,535400.0,Logvinenko Alexandr,2016
109458,petraguardsoftware.com,['Casual'],Taxi,1.99,488080.0,petraguardsoftware.com,2016
109460,8Floor,"['Casual', 'Indie']",Mahjong World Contest,5.99,523150.0,Creobit,2016
109461,505 Games,"['Casual', 'Indie', 'Strategy']",SUPERFIGHT - The Anime Deck 2,4.99,476354.0,Pipeworks Studio,2016
109462,Scott Cawthon,"['Action', 'Indie', 'Simulation']",Five Nights at Freddy's: Sister Location,7.99,506610.0,Scott Cawthon,2016
109463,Big Fish Games,"['Adventure', 'Casual']",League of Light: Dark Omens Collector's Edition,9.99,533070.0,Mariaglorum,2016
109465,2K,"['Action', 'Adventure']",Mafia III: Season Pass,29.99,511891.0,Hangar 13,2016
109467,8Floor,"['Casual', 'Indie']",Alice's Patchworks 2,5.99,523160.0,Creobit,2016
109468,Hexecutable,"['Adventure', 'Indie']",Beglitched,9.99,461220.0,Hexecutable,2016
109469,Theodore Palser,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Bric - The Casual Indie Game,1.99,537050.0,Theodore Palser,2016
109470,"2K, Aspyr (Mac)","['Action', 'Adventure']",Mafia III,39.99,360430.0,"Hangar 13,Aspyr (Mac)",2016
109471,Wee Free Studio,"['Indie', 'Strategy']",Powargrid,9.99,453130.0,Wee Free Studio,2016
109473,SP-time,"['Adventure', 'Casual', 'Indie']",True Love ～Confide to the Maple～,11.99,495990.0,SP-time,2016
109476,Springloaded,"['Casual', 'Free to Play', 'Indie']",Campaign Clicker,0.0,485650.0,Springloaded,2016
109477,Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Convair F-106 Delta Dart ™ Add-On,19.99,491498.0,Virtavia,2016
109478,Dovetail Games - Flight,['Simulation'],FSX Steam Edition - Night Environment: New Jersey Add-On,17.99,500204.0,Chris Bell – Creative Design Studios,2016
109479,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",Droid Character Pack,1.99,466543.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
109480,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",Jakku: Poe's Quest for Survival,2.99,466547.0,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016
109481,Jorge Giner Cordero,"['Action', 'Adventure', 'Indie']",The Planet of the Vicious Creatures,2.99,530290.0,Jorge Giner Cordero,2016
109483,Saibot Studios,"['Action', 'Adventure', 'Free to Play', 'Indie']",Doorways: Old Prototype,0.0,525780.0,Saibot Studios,2016
109484,Space Lizard Studio LTD,"['Action', 'Casual', 'Indie']",Dragon Bros,8.99,506150.0,Space Lizard Studio LTD,2016
109486,Antonio Renna,"['Action', 'Indie']",Noob Squad,0.99,496550.0,Antonio Renna,2016
109487,Nexon America,"['Adventure', 'Massively Multiplayer', 'RPG']",Riders of Icarus: Legendary Grim Rider's Package,44.99,533602.0,WeMade,2016
109489,Bloodmane Interactive,"['Action', 'Adventure', 'Indie']",Moonlit Mayhem™,2.99,525660.0,Bloodmane Interactive,2016
109490,Nexon America,"['Adventure', 'Massively Multiplayer', 'RPG']",Riders of Icarus: Heroic Grim Rider's Package,24.99,533601.0,WeMade,2016
109492,Dragom,"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Revolution : Virtual Playspace,19.99,387090.0,Dragom,2016
109493,Dime Studios,"['Action', 'Casual', 'Indie', 'Early Access']",Blockpocalypse,14.99,433660.0,Dime Studios,2016
109494,Focus Home Interactive,['Strategy'],Wargame: Red Dragon - Nation Pack: Israel,5.99,529390.0,Eugen Systems,2016
109495,Team Jolly Roger,"['Action', 'Indie', 'Early Access']",Mushroom Crusher Extreme,7.99,498000.0,"Mushroom Party,Team Jolly Roger",2016
109496,Trion Worlds,"['Free to Play', 'Strategy']",Atlas Reactor – All Freelancers Pro Pack,59.99,535201.0,Trion Worlds,2016
109497,Trion Worlds,"['Free to Play', 'Strategy']",Atlas Reactor,0.0,402570.0,Trion Worlds,2016
109498,Rocktastic Games,"['Action', 'Indie', 'Strategy']",Rogue Continuum,9.99,357700.0,Rocktastic Games,2015
109499,Lince Works,"['Action', 'Adventure', 'Indie']",Aragami,19.99,280160.0,Lince Works,2016
109500,Trion Worlds,"['Free to Play', 'Strategy']",Atlas Reactor – Ultimate Reactor Pack,99.99,535202.0,Trion Worlds,2016
109501,Lince Works,"['Action', 'Adventure', 'Indie']",Aragami - Soundtrack,6.99,462391.0,Lince Works,2016
109502,Lince Works,"['Action', 'Adventure', 'Indie']",Aragami - Digital Artbook,2.99,462390.0,Lince Works,2016
109504,Refactored Games OÜ,"['Indie', 'Simulation', 'Strategy']",Unclaimed World,18.99,284100.0,Refactored Games OÜ,2016
109505,Michał Głowacki,"['Casual', 'Indie']",The Miners,5.99,532070.0,Michał Głowacki,2016
109519,Ubisoft,"['Casual', 'Simulation']",Rocksmith® 2014 Edition - Remastered,39.99,221680.0,Ubisoft - San Francisco,2016
109520,Slick Entertainment Inc.,"['Action', 'Adventure', 'Indie']",Viking Squad,14.99,325930.0,Slick Entertainment Inc.,2016
109521,Coatsink,"['Action', 'Adventure', 'Indie']",Shu Original Soundtrack,3.99,535780.0,Ross Mcwilliam,2016
109522,Coatsink,"['Action', 'Adventure', 'Indie']",Shu,11.99,528720.0,"Coatsink,Secret Lunch",2016
109524,Panoramik Inc,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Forge of Gods: Fantastic Six pack,9.99,537320.0,Panoramik Inc,2016
109525,"Psyonix, Inc.","['Action', 'Indie', 'Racing', 'Sports']",Rocket League® - Proteus,1.99,457160.0,"Psyonix, Inc.",2016
109526,"Psyonix, Inc.","['Action', 'Indie', 'Racing', 'Sports']",Rocket League® - Triton,1.99,457190.0,"Psyonix, Inc.",2016
109551,Dragom,"['Design &amp; Illustration', 'Utilities']",Virtual Battlemap DLC - Harbor Town,14.99,535510.0,Dragom,2016
109553,Max Indie Games,"['Casual', 'Indie']",The Space Garden,4.99,536320.0,Max,2016
109554,Corrosive Studios LLC,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Disgraced Role Playing Game DLC,0.99,538610.0,Corrosive Studios LLC,2016
109555,The Sun Will Rise Team,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",The Sun Will Rise,0.0,510790.0,The Sun Will Rise Team,2016
109556,Mariano Larronde,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",Polywings,4.99,522300.0,Mariano Larronde,2017
109557,C-DRIVE MEDIA ART,"['Action', 'Indie']",LYDIA: SWEET DREAMS,9.99,447930.0,C-DRIVE MEDIA ART,2016
109560,Proletariat Inc.,"['Action', 'Indie', 'Sports', 'Early Access']",Streamline,19.99,252850.0,Proletariat Inc.,2016
109562,Proletariat Inc.,"['Action', 'Indie', 'Sports']",Streamline Original Sound Track,8.99,529200.0,Proletariat Inc.,2016
109564,BadWolf Games,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",Save Home,0.99,535260.0,BadWolf Games,2016
109565,biplekfp,"['Adventure', 'Indie']",Endless Room,1.99,536340.0,biplekfp,2016
109566,Eternity Studios,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",Dream Dealer,3.99,532030.0,Eternity Studios,2016
109567,Elcaelum,"['Action', 'Free to Play', 'Indie']",Gobernators (Parodia política peruana),0.0,525370.0,"Elcaelum,CGA Studio",2016
109568,Calepin Studio,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Carton,9.99,531920.0,Calepin Studio,2016
109569,AMIDEA Games,"['Adventure', 'Indie']",Maze Sounds,4.99,536630.0,AMIDEA Games,2016
109571,FIREBEAST,"['Action', 'Indie']",Zombo Buster Rising,1.99,518730.0,FIREBEAST,2016
109573,+7 Software,"['Action', 'Casual', 'Indie', 'Early Access']",Final Days,4.99,459830.0,+7 Software,2016
109578,Brad Moore,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",Disturbed,0.0,529780.0,Brad Moore,2016
109579,Helmet Games,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Helmet Heroes,0.0,524970.0,Helmet Games,2013
109580,NeocoreGames,"['Action', 'Adventure', 'Indie', 'RPG']",Van Helsing II: Magic Pack,0.99,302450.0,NeocoreGames,2014
109582,NeocoreGames,"['Action', 'Adventure', 'Indie', 'RPG']",Van Helsing: Veteran Multiplayer Skin,0.99,215533.0,NeocoreGames,2013
109584,Sebastian Schöner,['Indie'],Patterna,6.99,503860.0,Sebastian Schöner,2016
109588,10tons Ltd,"['Action', 'Indie']",Xenoraid: The First Space War,9.99,460220.0,10tons Ltd,2016
109589,Daedalic Entertainment,"['Adventure', 'Indie', 'Simulation', 'Strategy']",Caravan,9.99,352890.0,it Matters Games,2016
109590,SIM720 LIMITED,"['Action', 'Casual', 'Free to Play', 'Indie', 'Early Access']",Rogue Operatives Hide and Seek,0.0,393790.0,SIM720 LIMITED,2016
109591,Ysbryd Games,"['Indie', 'RPG']",Masquerada: Songs and Shadows,19.99,459090.0,Witching Hour Studios,2016
109592,Dejima,"['Action', 'Adventure', 'Indie']",illumine,5.99,518650.0,Dejima,2016
109593,Fork Particle Games,"['Action', 'Free to Play', 'Indie']",Galaxy Combat Wargames,0.0,488160.0,Fork Particle Games,2016
109594,The Game Creators,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",GameGuru - Expansion Pack,0.0,496580.0,The Game Creators,2016
109602,Ragnar,"['Action', 'Simulation']",Battle Tank Armada,4.99,533920.0,Ragnar,2016
109608,Thought Ops LLC,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Early Access']",Rescue Bear Operation,0.0,513210.0,Cascade Game Foundry,2016
109612,Musopia,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke,19.99,476930.0,Musopia,2016
109613,SOEDESCO Publishing,"['Action', 'Adventure', 'Indie', 'RPG']",Wuppo - Shop DLC,4.99,527022.0,Knuist &amp; Perzik,2016
109614,SOEDESCO Publishing,"['Action', 'Adventure', 'Indie', 'RPG']",Wuppo - Fun Pack,1.99,527021.0,Knuist &amp; Perzik,2016
109615,SOEDESCO Publishing,"['Action', 'Adventure', 'Indie', 'RPG']",Wuppo - Original Soundtrack,9.99,527020.0,Knuist &amp; Perzik,2016
109616,505 Games,"['Adventure', 'Casual', 'Indie']",Virginia - Official Soundtrack,4.99,498020.0,Variable State,2016
109617,Aerosoft GmbH,['Simulation'],OMSI 2 Add-On MAN Citybus Series,17.99,434066.0,Christian Rolle,2016
109618,SOEDESCO Publishing,"['Action', 'Adventure', 'Indie', 'RPG']",Wuppo,14.99,400630.0,Knuist &amp; Perzik,2016
109619,Focus Home Interactive,['Strategy'],Battlefleet Gothic: Armada - Tau Empire,6.99,462261.0,Tindalos Interactive,2016
109620,Clewcat Games,"['Action', 'Indie', 'RPG']","Axe, Bow &amp; Staff",4.99,432230.0,Clewcat Games,2016
109621,Kasedo Games,"['Action', 'Indie', 'RPG']",The Metronomicon: Slay The Dance Floor,19.99,416790.0,Puuba,2016
109622,SC Jogos,"['Casual', 'Indie', 'Strategy']",Ninja Stealth,0.99,485450.0,SC Jogos,2016
109624,Minor Key Games,"['Action', 'Indie', 'RPG', 'Strategy']",Slayer Shock,19.99,501860.0,Minor Key Games,2016
109626,Thought Ops LLC,"['Action', 'Adventure', 'Free to Play', 'Indie']",Rescue Bear Operation - Bouncy Castle,9.99,522930.0,Cascade Game Foundry,2016
109627,Thought,"['Action', 'Adventure', 'Free to Play', 'Indie']",Rescue Bear Operation - Lucha Libre Mask,6.99,523580.0,Cascade Game Foundry,2016
109628,"Thought Ops, LLC","['Action', 'Adventure', 'Free to Play', 'Indie']",Rescue Bear Operation - Gurney,4.99,523583.0,Cascade Game Foundry,2016
109629,"Thought Ops, LLC","['Action', 'Adventure', 'Free to Play', 'Indie']",Rescue Bear Operation - Moo Bucket,0.99,531720.0,Cascade Game Foundry,2016
109630,Wargaming Labs,['Action'],Hybrid Wars,17.99,411540.0,Extreme Developers,2016
109631,"Thought Ops, LLC","['Action', 'Adventure', 'Free to Play', 'Indie']",Rescue Bear Operation - Red Plaid Shirt,1.99,523581.0,Cascade Game Foundry,2016
109632,WG Labs,['Action'],Hybrid Wars Upgrade Pack,5.99,510090.0,Extreme Developers,2016
109633,"Thought Ops, LLC","['Action', 'Adventure', 'Free to Play', 'Indie']",Rescue Bear Operation - Golf Pants,1.99,523582.0,Cascade Game Foundry,2016
109636,Sometimes You,"['Action', 'Indie']",Merger 3D,2.99,527750.0,"Mahhaon,Art-Arcade,Sun Pixel",2016
109640,HexWar Games,['Strategy'],1775: Rebellion,24.99,422610.0,HexWar Games,2016
109641,Jetdogs Studios,"['Action', 'Adventure', 'Strategy']",BattleTime,0.99,509600.0,Foggybus,2016
109642,Brain&amp;Brain,"['Adventure', 'Casual', 'Indie']",Burly Men at Sea,9.99,403290.0,Brain&amp;Brain,2016
109644,Kasedo Games,"['Action', 'Indie', 'RPG']",The Metronomicon - The Soundtrack!,7.99,488050.0,Puuba,2016
109648,"CFK Co., Ltd.",['Simulation'],Princess Maker 2 Refine,19.99,523000.0,"CFK Co., Ltd.",2016
109649,Dovetail Games,['Simulation'],TS Marketplace: EWS Class 58 Add-On Livery,4.99,295207.0,Skyhook Games,2016
109650,Plug In Digital,"['Casual', 'Indie', 'Strategy']","Ortus Arena, strategy board game online",9.99,498850.0,Firebrush Studios,2016
109651,Good Games,['Strategy'],Galaxy Reavers:Titan DLC,1.99,511130.0,"Good Games,OXON Game Studio",2016
109653,Mega Dwarf Inc.,"['Action', 'Casual', 'Indie', 'RPG']",God of Word,4.99,467320.0,Mega Dwarf Inc.,2016
109654,Reverb Triple XP,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Osiris: New Dawn,24.99,402710.0,Fenix Fire Entertainment,2016
109655,"Idea Factory, Idea Factory Internatonal","['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth2 Deluxe Pack / 超次次元ゲイム ネプテューヌRe;Birth2 デラックスセット,9.99,532720.0,"Idea Factory,Compile Heart,Felistella",2016
109657,Spellbind Studios,"['Indie', 'RPG']",Rogue Wizards,14.99,392260.0,Spellbind Studios,2016
109660,Sometimes You,"['Casual', 'Indie']",Just Hero,0.99,527760.0,Anatoliy Loginovskikh,2016
109664,Sierra,['Adventure'],King's Quest - Chapter 4: Snow Place Like Home,9.99,373490.0,The Odd Gentlemen,2016
109665,AGM PLAYISM,"['Action', 'Indie', 'RPG']",Dungeons &amp; Darkness,9.99,479990.0,Yamiuchi Project,2016
109666,Cape of Games LLC,['RPG'],The Divine Paradox,6.99,495630.0,Cape of Games LLC,2016
109669,Adventurepro Games LLC,"['Action', 'Casual', 'Indie', 'Racing']",Demon Truck,4.99,489760.0,Triger Mountain,2016
109671,Back To Basics Gaming,"['Casual', 'Indie']",Turbo Pug DX,0.99,513780.0,"SnowFlame,Back To Basics Gaming",2016
109675,OrionSoft,"['Adventure', 'Indie', 'RPG']",Zia and the goddesses of magic,3.99,533360.0,OrionSoft,2016
109676,Rabbiton,"['Adventure', 'Casual', 'Free to Play', 'Indie']",Trick &amp; Treat,0.0,497640.0,Rabbiton,2016
109679,aresarx,"['Adventure', 'Casual', 'Indie']",Dyno Adventure,0.99,525600.0,aresarx,2016
109680,Three Guys Game Studio,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Make America Great Again: The Trump Presidency,2.99,515040.0,Maverick Game Studio,2016
109682,Dagestan Technology,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",Lost In Woods 2,3.99,528090.0,Crouching Fox,2016
109684,Berserk Games,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Tiny Epic Defenders,4.99,468734.0,"Berserk Games,Gamelyn Games",2016
109685,T34 Studio,"['Adventure', 'Indie', 'RPG']",The Cube Hotel（Ning's Wing 2）,2.99,533470.0,T34 Studio,2016
109687,Rock Path Collective,"['Casual', 'Indie', 'Simulation']",SnakEscape: Soundtrack Simulator,1.99,532040.0,Kähm,2016
109688,Pyrosphere,"['Casual', 'Indie']",Lazors,4.99,341290.0,Pyrosphere,2016
109689,Pixel Maniacs,"['Action', 'Casual', 'Indie', 'Racing', 'Early Access']",Can't Drive This,9.99,466980.0,Pixel Maniacs,2016
109690,Mercier Games,"['Action', 'Adventure', 'Indie']",Saving Harmony,4.99,503730.0,Daniel Mercier,2016
109691,Toka Loka Games,"['Action', 'Adventure', 'Indie']",Goo Saga,4.99,506830.0,Toka Loka Games,2016
109692,Argent Games,['Casual'],Requiescence,9.99,530360.0,Argent Games,2016
109693,Maverick Games,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Stellar Tactics,19.99,465490.0,Maverick Games,2016
109694,RoKo0 (Roman Konyukhov),"['Indie', 'Racing', 'Simulation', 'Early Access']",Dream Car Builder,14.99,488550.0,RoKo0 (Roman Konyukhov),2016
109695,AGM PLAYISM,"['Adventure', 'Indie']",Mad Father,4.99,483980.0,sen,2016
109696,WindLimit,"['Action', 'Adventure', 'Indie']",Talewind,8.99,441250.0,WindLimit,2016
109697,"Square Enix, Feral Interactive (Linux), Feral Interactive (Mac)","['Action', 'RPG']",Deus Ex: Mankind Divided - System Rift,11.99,413360.0,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",2016
109698,VisualArts,"['Adventure', 'Casual', 'Simulation']",Harmonia,9.99,421660.0,VisualArts/Key,2016
109703,8Floor,"['Casual', 'Indie', 'Strategy']",Iron Sea - The West Coast,2.99,515170.0,Creobit,2016
109704,GamersHype Productions,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Box Maze - Cubert Friends Skins Pack,0.99,532050.0,GamersHype Productions,2016
109708,Herbi Games,"['Action', 'Casual', 'Indie', 'RPG']",Showdown Adventure,2.99,511750.0,Herbi Games,2016
109709,Caravel Games,"['Adventure', 'Indie', 'Strategy']",DROD: Gunthro and the Epic Blunder,9.99,314330.0,Caravel Games,2012
109711,Salty Sloth Studios L.L.C.,"['Adventure', 'Casual', 'Indie']",Tentacult!,3.99,489440.0,Salty Sloth Studios L.L.C.,2016
109713,FrameLineNetwork,"['Simulation', 'Strategy']",Bus Tycoon ND (Night and Day),2.99,527730.0,FrameLineNetwork,2016
109714,Artifex Mundi,"['Adventure', 'Casual']",The Secret Order 4: Beyond Time,9.99,517360.0,Sunward Games,2016
109715,Big Fish Games,"['Casual', 'Simulation']",Farm Tribe 2,6.99,527920.0,CrioGames,2016
109716,KISS ltd,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Montana,3.99,501172.0,DL Softworks,2016
109717,Iceberg Interactive,"['Adventure', 'Indie']",Barrow Hill: Curse of the Ancient Circle - Soundtrack,0.0,529030.0,Shadow Tor Studios,2016
109718,Iceberg Interactive,"['Adventure', 'Indie']",Barrow Hill: Curse of the Ancient Circle,7.99,494360.0,Shadow Tor Studios,2006
109720,Iceberg Interactive,"['Adventure', 'Indie']",Barrow Hill: The Dark Path,14.99,520990.0,Shadow Tor Studios,2016
109721,ComonGames,"['Adventure', 'Indie']",The Uncertain: Episode 1 - The Last Quiet Day,14.99,406970.0,ComonGames,2016
109722,K Bros Games,"['Action', 'Casual', 'Indie']",Toadled,0.99,521630.0,Giant Fox Studios,2016
109723,Stardock Entertainment,"['Adventure', 'Indie', 'Strategy']",Sorcerer King: Rivals,14.99,496730.0,Stardock Entertainment,2016
109724,Iteration 11,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Void Destroyer 2,14.99,369530.0,Iteration 11,2016
109727,LLC Intenzibne,"['Action', 'Racing', 'Early Access']",Diesel Guns,4.99,355400.0,LLC Intenzibne,2018
109731,Monkey Stories,"['Action', 'Adventure', 'Indie', 'RPG']",Heroes of the Monkey Tavern,9.99,492500.0,Monkey Stories,2016
109735,Big Fish Games,"['Adventure', 'Casual']",Dark Parables: The Thief and the Tinderbox Collector's Edition,9.99,533040.0,Eipix Entertainment,2016
109736,Antti Vaihia,"['Action', 'Indie']",Gun Bombers,7.99,416180.0,Antti Vaihia,2016
109738,BigCheeseGames,"['Adventure', 'Casual', 'Indie']",Sumeru,6.99,496930.0,BigCheeseGames,2016
109739,BigCheeseGames,"['Adventure', 'Casual', 'Indie']",Sumeru Art Book,1.99,509300.0,BigCheeseGames,2016
109740,Exordium Games,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Agenda,9.99,513460.0,Exordium Games,2016
109743,"Playdius, Plug In Digital","['Action', 'Adventure', 'Indie']",Pankapu,11.99,418670.0,Too Kind Studio,2016
109744,"Playdius, Plug In Digital","['Action', 'Adventure', 'Indie']",Pankapu - Official Soundtrack,2.99,529470.0,Too Kind Studio,2016
109745,N/A,['Indie'],Memoir En Code: Reissue,4.99,467940.0,Kalopsia Games,2016
109755,Sometimes You,"['Action', 'Casual', 'Indie']",Madrobot X,2.99,513610.0,NetoX,2016
109756,Illeris,"['Indie', 'Simulation', 'Early Access']",Hospitalize,15.99,503370.0,Illeris,2016
109759,Saibot Studios,"['Action', 'Adventure', 'Indie']",Doorways: Holy Mountains of Flesh - Movies,0.0,526122.0,Saibot Studios,2016
109761,Saibot Studios,"['Action', 'Adventure', 'Indie']",Doorways: The Underworld - Movies,0.0,526562.0,Saibot Studios,2016
109763,Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",MotoGP™ Legendary Bikes,9.99,526670.0,Milestone S.r.l.,2016
